"score","text","class"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4," selamat idul fitri pak dan pak ","Positive"
0,"rt idul fitri selalu bawa orang orang pulang pulang lihat semua yang telah ubah di tanah kelahiranselamat hari raya id","Neutral"
5,"selamat idul fitri buat kamu yang enggak pernah di hargain hehe ","Positive"
4,"selamat idul fitri hmohon maaf lahir dan bathin ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
5,"minal aidzin wal faidzin mohon maaf lahir dan batin selamat idul fitri selamat raya lebaran bagi sodaraku umat muslim ","Positive"
5," dengan kata yang sama aku ucap selamat hari raya idul fitri syawal h mohon maaf lahir dan batin ","Positive"
4,"rt selamat hari raya idul fitri h buat yang raya minal aidzin walfaidzinmohon maaf lahir bathin ya all ","Positive"
4," selamat idul fitri farraz ","Positive"
1,"maaf lahir batin ya untuk kalian yang pernah saya kecewa dan untuk kalian yang pernah kecewa saya sudah saya maaf belum kalian minta selamat hari raya idul fitri h ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
3,"rt minal aidiin wal faidzin kami dari segenap keluarga vector ucap maaf yang besar besar banyak janji y","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
-2,"selamat hari raya idul fitri ya teman teman onlinekumohon maaf lahir batin kalo lama ini ada salah kata di twitter atau bikin risih karena sering jbjbselamat lebaran dan lebar an","Negative"
1,"h mau ucap kalau selamat hari raya idul fitri h minal aidzin wal faidzin mohon maaf lahir dan batin dan ku juga minta maaf kalau aku ada salah dengan kalian aku juga akan memaatkan kalian kecuali dengan agensi somusyrik tidak maaf","Positive"
0,"isi story dan feed timeline hari ini jam foto di masjid mushola lapang jamaah sholat idul fitri jam foto keluarga foto sama saudara tiktok bareng saudara ponakan","Neutral"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
8," selamat hari raya idul fitri pakdhe mugi tetap sehat jiwa dan raga amin ","Positive"
-1,"kapolres batu serta forkopimda kota batu cek pos pam mudik lebaran idul fitri h ","Negative"
4,"yuk simak atur laksana ibadah salat idul fitri h dasar se menteri agama kena atur dalam laksana giat ibadah salat idul fitri h berik sejumlah atur untuk laksana tetapprokessaatlebaranbersama laksana sama ","Positive"
4,"rt kami segenap crew yang tugas ucap selamat hari raya idul fitri h untuk semua idulfitriholic ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4,"rt alhamdulillah telah masuk syawwal h ahad mei selamat idul fitri hmhn ridho lahir batintaqobballa","Positive"
6,"selamat hari raya idul fitri h mohon maaf bila ada salah kata salah cinta atau salah taruh rasa eidmubarak bts armyselcaday ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
-2,"rt biasa rasulullah saat hari raya idul fitri ","Negative"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4,"selamat hari raya idul fitri chinggudeulll","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
0,"me idul fitri setelah dhuhur ","Neutral"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
11," ji sehat ya kamu keluarga moga mudah urus selamat lebaran idul fitrimaaf lahir batin ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
3,"alhamdulillah tahun ini sholat idul fitri sudah boleh laku berjamaah laksana sama tetap harus laksana mulai dari laksana sholat idul fitri hingga dengan silaturrahmi sama kerabat tetapprokessaatlebaranbersama laksana sama ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
6,"lpka mamuju terima dengan sangat baik kunjung sidak kadiv pas di hari raya idul fitri senin ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
-3,"rt bapas palembang kakanwil kemenkumham sumsel harun sulianto pihak usul remisi atau urang masa pidana kepada ","Negative"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
8,"rt keluarga besar kbri antananarivo ucap selamat hari idul fitri h pada mei mohon maaf lahir dan bati","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4,"selamat hari raya idul fitri hminal aidin wal faizinmohon maaf lahir batin ya teman teman semua ","Positive"
0," bismillah rejeki idul fitri ","Neutral"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4,"selamat kita teman saja ya eh maaf salahselamat hari raya idul fitri","Positive"
4,"selamat idul fitri ","Positive"
12,"true tapi skin ucap selamat raya hari raya idul fitri h dan mohon maaf lahir batinsemoga di hari raya yang penuh berkah ini kita bisa saling maaf satu sama lain dan jadi pribadi yang lebih baik untuk depan truetoskin loveyourtrueskin ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
5,"rt ucap selamat hari raya idul fitri syawal h bagi yang raya mohon maaf lahir batin ","Positive"
8,"keluarga besar lembaga masyarakat kelas iib tolitoli sama ibu ketua pipas daerah tolitoli ucap taqabbalahu minna wa minkum taqabbal ya karim selamat hari raya idul fitri syawal h minal aidin wal faizin mohon maaf lahir dan batin ","Positive"
4," selamat hari raya idul fitri ya mbak","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4,"siap di hari idul fitri ini akan banyak tweet sok kritis dari diri ini","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
-5,"rt sunnah ketika idul fitri rugi banget kalo ditinggalin ","Negative"
5,"selamat hari raya idul fitri semua minal aidin wal faidzin mohon maaf lahir dan batin ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
5," selamat hari raya idul fitri h mohon maaf lahir dan bathin","Positive"
4,"wakil kepala polisi daerah jawa barat mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin wakapoldabrigjen pol bariza sulfi tetapprokessaatlebaranbersama laksana sama ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
1,"kepala divisi humas polri mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kadiv humas polriirjen pol prof dari dedi prasetyo sama hum sama sama tetapprokessaatlebaranbersama laksana sama ","Positive"
5,"kami keluarga ucap selamat hari raya idul fitri h minal aidin wal faidzin mohon maaf lahir dan batin ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
1,"rt bila saya ada salah khilaf mohon kalian maaf lahir batin selamat idul fitri idulfitri idulfitri h ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
5," selamat hari raya idul fitri mohon maaf lahir dan batin","Positive"
-6,"salam musik selamat hari raya idul fitri h moga semua amal kita lama ramadhan tahun ini terima dosa dosa kita lebur dan kita dapat temu kembali dengan ramadhan dan idul fitri yang akan datang aamiinsegala salah mohon maaf lahir dan bathin ","Negative"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
9," selamat hari raya idul fitri h halo kema unpad minal aidzin walfaidzin mohon maaf lahir batinselamat hari raya idul fitri h bagi seluruh umat islam yang raya moga suka cita berkah senantiasa keliling kita semua di hari yang fitrah ini ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
8," terima kasih atas apresiasi kak satu selamat hari raya idul fitri moga kakak selalu nyaman sama indihome ya have a great day pinky","Positive"
8,"taqabbalallaahu minnaa wa minkum taqabbal ya kariim wa saja alanaallaahu wa iyyaakum minal aidin wal faaizinselamat idul fitri hijriyahmohon maaf lahir dan batinsemoga di hari menang yang suci ini bahagia dan ikhlas hati selalu serta kita keluarga","Positive"
5,"selamat hari raya idul fitri h minal aidin wal faidzin mohon maaf lahir dan batin kepada seluruh umat muslim di indonesia tetapprokessaatlebaranbersama laksana sama","Positive"
5," selamat hari raya idul fitri h mohon maaf lahir dan bathin","Positive"
1,"kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kapolrijenderal polisi drs listyo sigit prabowo tetapprokessaatlebaranbersama laksana sama ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
0," tuhan pilih kasih banget waktu nyiptain brightbtw happy idul fitri chinguuuuu","Neutral"
1,"selamat hari raya idul fitri arintuals yang sedang raya mohon maaf kalo ada salah yang mungkin bikin kalian singgung mohon maaf lahir batin ","Positive"
8," wah selamat ya sender selamat idul fitri juga","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
5,"selamat hari raya idul fitri syawal h minal aidin wal faidzin mohon sama af lahir dan batin kapolrijenderal polisi drs listyo sigit prabowo nya juliati sigit prabowo tetapprokessaatlebaranbersama laksana sama ","Positive"
0,"rt younite kali wonderwallselamat hari raya idul fitrimohon maaf lahir batin younite of everybody","Neutral"
-1,"berkah di hari raya wbp dapat remisi khusus hari raya idul fitribaca lengkap kumhampasti rutanjogja rutanjogjagaspoll pastiwbbm kemenkumhamri ditjenpas kemenkumhamdiyhumas rutanjogja ","Negative"
1,"kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kapolrijenderal polisi drs listyo sigit prabowo tetapprokessaatlebaranbersama laksana sama ","Positive"
7,"selamat hari raya idul fitri moots mohon maaf lahir batin ya mohon maaf kalo ada tweetku yang kurang enak ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
0," titik sholat idul fitri di kota bogor laksana tanpa jarak ","Neutral"
0,"arti happy eid mubarak adalah begini simak eid mubarak arti dalam islam saat idul fitri h ","Neutral"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
-5,"haram bagi siapa yang raya idul fitri untuk puasa ","Negative"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
0,"rt ungsi suriah di idlib raya idul fitri dalam puruk ekonomi arrahmahcom ","Neutral"
4,"selamat hari raya idul fitri semuaa ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
0,"idul fitri atau lebaran raya umat islam di seluruh dunia meski banyak muslim raya dengan cara yang relatif sama ada beda ","Neutral"
0,"arti dari ungkap minal aidin wal faizin adalah begini sering kita dengar saat idul fitri h ","Neutral"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
0,"rt jelang hari raya idul fitri pimpin ranting gp ansor ngaglik c parang kab magetan adakan baksos santun kepada","Neutral"
4,"selamat hari raya idul fitri h lebaran laksana sama tetap guna masker saat laksana sholat ied tetapprokessaatlebaranbersama laksana sama ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
5," selamat hari raya idul fitri h mohon maaf lahir dan bathin","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
5,"selamat idul fitri syawal h sama minal aidin wal faizin mohon maaf lahir dan batin ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
-1,"selamat hari raya idul fitri semua minal aidzin wal faizin mohon maaf lahir dan batin piyaw minta maaf kalau ada salah kata lama ini ","Negative"
18,"hari menang telah tiba mari raya dengan sukacita mulai awal yang baru dengan syukur dan bahagia minal aidin wal faizin mohon maaf lahir dan batin selamat hari raya idul fitri syawal hijriah idulfitri untarjakarta ","Positive"
1," selamat hari raya idul fitri syawal h taqabalallahu minna wa minkum shiyamana wa siyamakum kullu amin wa antum bi khair moga allah terima amal kami dan amal anda dan allah maaf salah minal aidin wal faizin mohon maaf lahir bathin ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
5,"selamat hari raya idul fitri mohon maaf lahir dan batin ","Positive"
4,"tiap muslim bisa ikut lebaran baik yang puasa atau yang tidak puasa tetapi tidak dengan idul fitri ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
1," kasihan banget sih kamu felis saat hari raya idul fitri hari yang baik masih saja nyinyir dan jahat kayak memang hati kamu jelek deh banyak istigfar ya sayang ","Positive"
9," selamat hari raya idul fitri mohon maaf aku sayang kamu lahir dan batin jodohditanganantono ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
-5," demiapapun aneh banget anjir itu setelah video gue masih antem debat masalah lebaran idul fitri yang sudah jadi kali di tahun ini di kepala dia asli gue masih gapaham","Negative"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
5," selamat hari raya idul fitri kak mohon maaf lahir dan batin","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4,"rt dapat ucap selamat hari raya idul fitri dari torabika creamy latte nih gaes ","Positive"
4,"rt shalat idul fitri di jis anies ini menang setelah juang melawanpandemi ","Positive"
5," selamat idul fitri ya mohon maaf lahir batin juga kak ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
1,"kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kapolrijenderal polisi drs listyo sigit prabowo tetapprokessaatlebaranbersama laksana sama ","Positive"
5,"selamat hari raya idul fitri bagi yang raya mohon maaf lahir dan batin sela tulis dari igarashi miho ","Positive"
13,"selamat hari raya idul fitri h mohon maaf semua salah lahir dan batin kawan daring semua moga allah swt anugerah berkah selamat dan semua baik untuk kita serta selalu beri kuat dan sehat amin ","Positive"
5,"ucap selamat hari raya idul fitri syawal h bagi yang raya mohon maaf lahir batin ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
0,"kapolri jenderal polisi drs listyo sigit prabowo terus pantau arus mudik dekat lebaran idul fitri h di abuh rak banten sabtu tetapprokessaatlebaranbersama laksana sama ","Neutral"
5,"selamat hari raya idul fitri h mohon maaf lahir batin ya semua ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4,"selamat idul fitri buat teman yang raya god bless untuk ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4,"selamat hari raya idul fitri hmohon maaf lahir dan batin akupsi salamsolidaritas harirayaidulfitri ","Positive"
5,"rt selamat hari raya idul fitri mohon maaf lahir dan batin dari mas al dan mbak andin ","Positive"
0,"rt selamat hari raya idul fitri kalau gue ada salah itu karena lu yang mulai ","Neutral"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
12,"selamat hari raya idul fitri h lebaran tahun ini kita wajib patuh protokol sehat dengan laksana sama dan tetap waspada karena covid belum penuh hilang tetapprokessaatlebaranbersama laksana sama ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
0,"rt sambut hari raya idul fitri aku mau hibahin pc tc enconnect offcial member enhypen buat masing masing orangru","Neutral"
5,"selamat hari raya idul fitri h mohon maaf lahir dan batin semua feliz eid ","Positive"
9,"untuk yang cantik selamat hari raya idul fitri ya untuk yang enggak cantik langsung idul adha saja ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4,"selamat hari raya idul fitri eidmubarak","Positive"
-2,"selamat hari raya idul fitri semuanyamohon maaf lahir batin ya kakak kalo lama ini admin ada salah dalam bentuk kata atau buat jangan lupa thr nya buat jajan korea ya nanti admin bantuin njajannya ","Negative"
0,"suasana sholat idul fitri di jis jakarta international stadium ","Neutral"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
0,"rt ","Neutral"
-1,"rt saya mohon maaf lahir batin atas semua salah khilaf lama gaul di twitter ini selamat lebaranfoto idul","Negative"
5,"penyelenggaran giat ibadah di hari raya idul fitri tahun ini masih dalam ada dalam masa pandemi covid ikut tentu dalam edar penyelenggaran ibdah idul fitri tahun h sama surat edar nomor se tahun tetapprokessaatlebaranbersama laksana sama ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
5," selamat hari raya idul fitri h mohon maaf lahir dan bathin","Positive"
3,"rt attack on titan the lebaran kami warga komplek rod reiss blok a enggak senggol ucap selamat raya har","Positive"
0,"rt assalamualaikum warahmatullahi wabarakatuh jadi imam dan khotib sholat idul fitri hijriyah mari kita pertaha","Neutral"
5,"buat semua warga twitter gue mau ucap selamat hari raya idul fitri h minal aidzin walfaidzin mohon maaf lahir batin ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4,"aman sholat ied hari raya idul fitri hijriah di mesjid nurul jannah tanjung sekayam kabupaten sanggau ","Positive"
4,"selamat hari raya idul fitri ","Positive"
0," emmet saat hari raya idul fitri lebih sering salim ingo karena hisui akibat emmet tobat terus tiap hari","Neutral"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
-1,"idul fitri itu latih sunyi tengah ramai bilang saja jomblo ","Negative"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
5,"rt kami segenap staff mahaeunited ucap selamat hari raya idul fitri h minal aidzin wal faidzin mohon maaf lahir","Positive"
3,"hari raya idul fitri h sama mama papahinsya allah hari raya idul adha h sendiri di mek bismillah moga mudah lurus niat ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
15,"hai sobat ajar tepat di hari raya idul fitri hari ini juga kita raya hardiknas jadi tiap tempat bagai sekolah tiap orang bagai guru tetap semangat ajar kejar ilmu selamat hari didik nasional bagi guru hebat di indonesia ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
2,"rt assalamualaikum wr wb dengan segala rendah dan keihklasan hati ijinkan saya sampai selamat hari raya idul f","Positive"
5,"rt selamat hari raya idul fitri h mohon maaf lahir dan batin ","Positive"
8,"raya idul fitri selalu identik dengan maaf maaf tidak hanya bangun silaturahmi tradisi ini juga berik manfaat sehat lahir batin ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
5,"rt minal aidin wal faizin mohon maaf lahir dan batin selamat hari raya idul fitri syawal hijriah bagi kita yang","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
0,"laksana sholat idul fitri h di lapas kelas iib long romiyudianto kumhampasti kemenkumhamntb kanwilkemenkumhamntb kumhamntbpastijuare ","Neutral"
5," thrdariakungakasyik selamat hari raya idul fitri mohon maaf lahir batin ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4,"selamat hari raya idul fitri hmohon maaf lahir dan bathin ","Positive"
4,"selamat hari raya idul fitri syawal h sama ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
